"Tabla Origen","Columna Local","Tabla Destino","Columna Destino"
cm_devolucion_masiva,cnt_prestadores_id,cnt_prestadores,id
cm_factura_estados,cm_facturas_id,cm_facturas,id
cm_factura_transacciones,cm_facturas_id,cm_facturas,id
cm_facturas,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_facturas,cm_grupos_id,cm_grupos,id
cm_facturas,cm_rips_cargas_id,cm_rips_cargas,id
cm_facturas,cnt_prestadores_id,cnt_prestadores,id
cm_facturas,gn_empresas_id,gn_empresas,id
cm_facturas,gn_usuarios_lider_id,gn_usuarios,id
cm_facturas,gn_usuarios_medico_id,gn_usuarios,id
cm_facturas,gn_usuarios_tecnico_id,gn_usuarios,id
cm_facturas,gn_usuarios_gestiona_id,gn_usuarios,id
cm_fe_notas,cm_fe_rips_facturas_id,cm_fe_rips_facturas,id
cm_fe_notas,cm_facturas_id,cm_facturas,id
cm_fe_rips_carga_adjuntos,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_fe_rips_carga_contenidos,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_fe_rips_cargas,carga_periodo_id,cm_fe_rips_cargas,id
cm_fe_rips_cargas,cnt_contratos_id,cnt_contratos,id
cm_fe_rips_cargas,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cm_fe_rips_cargas,gn_empresas_id,gn_empresas,id
cm_fe_rips_cargas,radicador_asignado,gn_usuarios,id
cm_fe_rips_facturas,cm_facturas_id,cm_facturas,id
cm_fe_rips_facturas,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_fe_rips_validaciones_historicos,cm_fe_rips_validaciones_id,cm_fe_rips_validaciones,id
cm_fe_soportes,cm_facturas_id,cm_facturas,id
cm_fe_soportes,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_fe_soportes,cm_rips_cargas_id,cm_rips_cargas,id
cm_fe_soportes,gn_empresas_id,gn_empresas,id
cm_fe_transacciones,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_gestion_usuarios,cm_detalles_id,cm_detalles,id
cm_glosa_masiva,cnt_prestadores_id,cnt_prestadores,id
cm_glosa_respuesta_detalles,cm_detalles_id,cm_detalles,id
cm_glosa_respuesta_detalles,cm_glosa_respuestas_id,cm_glosa_respuestas,id
cm_glosa_respuestas,cm_glosa_masiva_id,cm_glosa_masiva,id
cm_glosa_respuestas,cm_conciliaciones_id,cm_conciliaciones,id
cm_glosa_respuestas,cm_facturas_id,cm_facturas,id
cm_grupo_historicos,cm_grupos_id,cm_grupos,id
cm_grupo_prestadores,cm_grupos_id,cm_grupos,id
cm_grupo_prestadores,cnt_prestadores_id,cnt_prestadores,id
cm_grupo_usuarios,cm_grupos_id,cm_grupos,id
cm_grupo_usuarios,gn_usuarios_id,gn_usuarios,id
cm_historico_facturas,cm_facturas_id,cm_facturas,id
cm_marcacion_ips_masiva,gn_empresas_id,gn_empresas,id
cm_pago_factura_retenciones,cm_pago_facturas_id,cm_pago_facturas,id
cm_pago_facturas,cm_facturas_id,cm_facturas,id
cm_pago_facturas,cm_pagos_id,cm_pagos,id
cm_pago_facturas,cm_pago_transacciones_id,cm_pago_transacciones,id
cm_pago_transacciones,cm_pagos_id,cm_pagos,id
cm_pagos,cnt_prestadores_id,cnt_prestadores,id
cm_radicados,cm_auditoria_cierres_id,cm_auditoria_cierres,id
cm_radicados,cm_auditoria_devoluciones_id,cm_auditoria_devoluciones,id
cm_radicados,cm_auditoria_masiva_id,cm_auditoria_masiva,id
cm_radicados,cm_conciliaciones_id,cm_conciliaciones,id
cm_radicados,cm_devolucion_masiva_id,cm_devolucion_masiva,id
cm_radicados,cm_fe_rips_cargas_id,cm_fe_rips_cargas,id
cm_radicados,cm_glosa_respuestas_id,cm_glosa_respuestas,id
cm_radicados,cm_glosa_respuestas_conciliacion_id,cm_glosa_respuestas,id
cm_radicados,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_ac_consultas,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_ad_servicios_agrupados,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_af_facturas,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_af_facturas_temp,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_ah_hospitalizaciones,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_am_medicamentos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_an_recien_nacidos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_ap_procedimientos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_at_otros_servicios,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_au_urgencias,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_ac_consultas,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_ad_servicios_agrupados,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_af_facturas,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_ah_hospitalizaciones,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_am_medicamentos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_an_recien_nacidos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_anexos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_ap_procedimientos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_at_otros_servicios,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_au_urgencias,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_ct_control,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_estados,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_carga_us_usuarios,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_cargas,cnt_contratos_id,cnt_contratos,id
cm_rips_cargas,gn_prestador_sedes_id,cnt_prestador_sedes,id
cm_rips_cargas,gn_empresas_id,gn_empresas,id
cm_rips_ct_control,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_estructura_errores,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_regla_entradas,cm_rips_reglas_id,cm_rips_reglas,id
cm_rips_regla_salidas,cm_rips_reglas_id,cm_rips_reglas,id
cm_rips_sucesos,cm_rips_cargas_id,cm_rips_cargas,id
cm_rips_us_usuarios,cm_rips_cargas_id,cm_rips_cargas,id
cm_sincronizacion_detalles,cm_sincronizacion_encabezados_id,cm_sincronizacion_encabezados,id
cm_sincronizacion_encabezados,cm_radicados_id,cm_radicados,id
cm_sincronizacion_paquetes,cm_sincronizaciones_id,cm_sincronizaciones,id
cm_sincronizaciones,cm_glosa_respuestas_id,cm_glosa_respuestas,id
cm_sincronizaciones,cm_auditoria_cierres_id,cm_auditoria_cierres,id
cm_sincronizaciones,cm_conciliaciones_id,cm_conciliaciones,id
cm_sincronizaciones,cm_radicados_id,cm_radicados,id
cnt_contrato_adjuntos,cnt_contratos_id,cnt_contratos,id
cnt_contrato_carga_sucesos,cnt_contrato_cargas_id,cnt_contrato_cargas,id
cnt_contrato_coberturas,cnt_contratos_id,cnt_contratos,id
cnt_contrato_coberturas,cnt_contrato_sedes_id,cnt_contrato_sedes,id
cnt_contrato_coberturas,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_contrato_coberturas,gn_ubicaciones_id,gn_ubicaciones,id
cnt_contrato_descuentos,cnt_contratos_id,cnt_contratos,id
cnt_contrato_detalles,cnt_contrato_sedes_id,cnt_contrato_sedes,id
cnt_contrato_detalles,cnt_prestador_sedes_interdependencia_id,cnt_prestador_sedes,id
cnt_contrato_detalles,cnt_contratos_id,cnt_contratos,id
cnt_contrato_giros_capita,cnt_contratos_id,cnt_contratos,id
cnt_contrato_historico_prestaciones,aseg_afiliados_id,aseg_afiliados,id
cnt_contrato_historico_prestaciones,au_anexos4_id,au_anexos4,id
cnt_contrato_historico_prestaciones,cm_detalles_id,cm_detalles,id
cnt_contrato_historico_prestaciones,cnt_contratos_id,cnt_contratos,id
cnt_contrato_historico_prestaciones,cnt_contrato_sedes_id,cnt_contrato_sedes,id
cnt_contrato_historico_prestaciones,cnt_prestadores_id,cnt_prestadores,id
cnt_contrato_historico_prestaciones,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_contrato_historico_validaciones,cnt_contrato_detalles_id,cnt_contrato_detalles,id
cnt_contrato_historico_validaciones,cnt_contratos_id,cnt_contratos,id
cnt_contrato_historico_validaciones,cnt_contrato_sedes_id,cnt_contrato_sedes,id
cnt_contrato_historico_validaciones,cnt_prestadores_id,cnt_prestadores,id
cnt_contrato_historico_validaciones,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_contrato_historicos,cnt_contratos_id,cnt_contratos,id
cnt_contrato_historicos,cnt_contrato_detalles_id,cnt_contrato_detalles,id
cnt_contrato_historicos,cnt_contrato_sedes_id,cnt_contrato_sedes,id
cnt_contrato_juridicos,cnt_contratos_id,cnt_contratos,id
cnt_contrato_notas_tecnicas,cnt_contratos_id,cnt_contratos,id
cnt_contrato_sedes,cnt_contratos_id,cnt_contratos,id
cnt_contrato_sedes,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_contratos,cnt_prestadores_id,cnt_prestadores,id
cnt_contratos,gn_empresas_id,gn_empresas,id
cnt_prestador_contactos,cnt_prestadores_id,cnt_prestadores,id
cnt_prestador_contactos,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_prestador_sede_capacidades,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_prestador_sede_servicios_habilitacion,cnt_prestador_sedes_id,cnt_prestador_sedes,id
cnt_prestador_sede_servicios_habilitacion,ma_servicios_habilitacion_id,ma_servicios_habilitacion,id
cnt_prestador_sedes,cnt_prestadores_id,cnt_prestadores,id
cnt_prestador_union_temporal,cnt_prestadores_id,cnt_prestadores,id
cnt_prestador_union_temporal,cnt_prestador_union_temporal_id,cnt_prestadores,id
cnt_profesional_prestadores,cnt_prestadores_id,cnt_prestadores,id
cnt_profesional_prestadores,cnt_profesionales_id,cnt_profesionales,id
cntj_campos,cntj_procesos_id,cntj_procesos,id
cntj_comite_asistentes,cntj_comites_id,cntj_comites,id
cntj_comite_asistentes,gn_usuarios_id,gn_usuarios,id
cntj_contrato_garantias,cntj_contratos_id,cntj_contratos,id
cntj_contrato_historicos,cntj_contratos_id,cntj_contratos,id
cntj_contrato_indicadores,cntj_contratos_id,cntj_contratos,id
cntj_contrato_informe_adjuntos,cntj_contrato_informes_id,cntj_contrato_informes,id
cntj_contrato_informes,cntj_contratos_id,cntj_contratos,id
cntj_contrato_informes,cntj_contrato_supervisores_id,cntj_contrato_supervisores,id
cntj_contrato_obligaciones,cntj_contratos_id,cntj_contratos,id
cntj_contrato_seguimientos,cntj_contratos_id,cntj_contratos,id
cntj_contrato_seguimientos,cntj_terceros_id,cntj_terceros,id
cntj_contrato_siifa,cntj_contratos_id,cntj_contratos,id
cntj_contrato_siifa_agrupadores,cntj_contrato_siifa_id,cntj_contrato_siifa,id
cntj_contrato_siifa_modalidades,cntj_contrato_siifa_id,cntj_contrato_siifa,id
cntj_contrato_siifa_poblacion,cntj_contrato_siifa_id,cntj_contrato_siifa,id
cntj_contrato_siifa_regimenes,cntj_contrato_siifa_id,cntj_contrato_siifa,id
cntj_contrato_supervisores,cntj_contratos_id,cntj_contratos,id
cntj_contrato_supervisores,cntj_terceros_id,cntj_terceros,id
cntj_contratos,cntj_expedientes_id,cntj_expedientes,id
cntj_contratos,cntj_terceros_id,cntj_terceros,id
cntj_documentos,cntj_contratos_id,cntj_contratos,id
cntj_documentos,cntj_expedientes_id,cntj_expedientes,id
cntj_documentos,cntj_plantillas_id,cntj_plantillas,id
cntj_estado_ejecuciones,gn_usuarios_id,gn_usuarios,id
cntj_estado_ejecuciones,cntj_lineas_id,cntj_lineas,id
cntj_estado_ejecuciones,cntj_documentos_id,cntj_documentos,id
cntj_estado_ejecuciones,cntj_estados_id,cntj_estados,id
cntj_estado_ejecuciones,cntj_expedientes_id,cntj_expedientes,id
cntj_estado_grupos,cntj_estados_id,cntj_estados,id
cntj_estado_grupos,cntj_grupos_id,cntj_grupos,id
cntj_estado_plantillas,cntj_estados_id,cntj_estados,id
cntj_estado_plantillas,cntj_plantillas_id,cntj_plantillas,id
cntj_estado_proceso_documentos,cntj_estados_id,cntj_estados,id
cntj_estado_proceso_documentos,cntj_proceso_documentos_id,cntj_proceso_documentos,id
cntj_estado_usuarios,cntj_estados_id,cntj_estados,id
cntj_estado_usuarios,gn_usuarios_id,gn_usuarios,id
cntj_estados,cntj_procesos_id,cntj_procesos,id
cntj_estados,cntj_transiciones_id,cntj_transiciones,id
cntj_expediente_auditorias,cntj_estado_ejecuciones_id,cntj_estado_ejecuciones,id
cntj_expediente_auditorias,cntj_expedientes_id,cntj_expedientes,id
cntj_expediente_responsables,cntj_expedientes_id,cntj_expedientes,id
cntj_expediente_responsables,gn_usuarios_id,gn_usuarios,id
cntj_expedientes,cntj_procesos_id,cntj_procesos,id
cntj_expedientes,cntj_estados_actual_id,cntj_estados,id
cntj_expedientes,cntj_expedientes_id,cntj_expedientes,id
cntj_expedientes,gn_usuarios_propietario_id,gn_usuarios,id
cntj_expedientes,gn_usuarios_responsable_id,gn_usuarios,id
cntj_linea_adjuntos,cntj_lineas_id,cntj_lineas,id
cntj_lineas,cntj_comites_id,cntj_comites,id
cntj_lineas,cntj_expedientes_id,cntj_expedientes,id
cntj_lineas,cntj_terceros_id,cntj_terceros,id
cntj_lineas,gn_usuarios_id,gn_usuarios,id
cntj_otrosi_adjuntos,cntj_otrosies_id,cntj_otrosies,id
cntj_otrosies,cntj_contratos_id,cntj_contratos,id
cntj_plantilla_campos,cntj_campo_id,cntj_campos,id
cntj_plantilla_campos,cntj_plantillas_id,cntj_plantillas,id
cntj_plantillas,cntj_proceso_documentos_id,cntj_proceso_documentos,id
cntj_proceso_documentos,cntj_procesos_id,cntj_procesos,id
cntj_tercero_contactos,cntj_terceros_id,cntj_terceros,id
cntj_tercero_union_temporal,cntj_terceros_id,cntj_terceros,id
cntj_terceros,cnt_prestadores_id,cnt_prestadores,id
cntj_terceros,gn_ubicaciones_id,gn_ubicaciones,id
cntj_terceros,gn_usuarios_id,gn_usuarios,id
cntj_transiciones,cntj_estados_id,cntj_estados,id
cntj_usuario_grupos,cntj_grupos_id,cntj_grupos,id
cntj_usuario_grupos,gn_usuarios_id,gn_usuarios,id
cs_copago_moderadora_historicos,aseg_afiliados_id,aseg_afiliados,id
cs_copago_moderadora_historicos,au_anexos4_id,au_anexos4,id
cs_copago_moderadora_historicos,cm_facturas_id,cm_facturas,id
fe_documentos,fe_documentos_id,fe_documentos,id
fin_postulaciones,cnt_prestadores_id,cnt_prestadores,id
fin_postulaciones,fin_giros_id,fin_giros,id
fin_postulaciones,gn_empresas_id,gn_empresas,id
gat_atencion_comentarios,gat_atenciones_id,gat_atenciones,id
gat_atencion_historicos,gat_atenciones_id,gat_atenciones,id
gat_atenciones,gat_sede_funcionarios_id,gat_sede_funcionarios,id
gat_atenciones,gat_taquillas_id,gat_sede_taquillas,id
gat_atenciones,gat_tiquetes_id,gat_tiquetes,id
gat_atenciones,gat_usuarios_id,gat_usuarios,id
gat_atenciones,gn_sedes_id,gn_sedes,id
gat_atenciones,gn_usuarios_id,gn_usuarios,id
gat_pantallas,gn_sedes_id,gn_sedes,id
gat_sede_configuraciones,gn_sedes_id,gn_sedes,id
gat_sede_funcionarios,gn_sedes_id,gn_sedes,id
gat_sede_funcionarios,gn_usuarios_id,gn_usuarios,id
gat_sede_taquillas,gn_sedes_id,gn_sedes,id
gat_sede_taquillas,gn_usuarios_id,gn_usuarios,id
gat_taquilla_funcionarios,gat_sede_taquillas_id,gat_sede_taquillas,id
gat_taquilla_funcionarios,gn_usuarios_id,gn_usuarios,id
gat_taquilla_servicios,gat_sede_taquillas_id,gat_sede_taquillas,id
gat_tiempos,gat_atenciones_id,gat_atenciones,id
gat_tiempos,gn_usuarios_id,gn_usuarios,id
gat_tikete_llamados,gat_sede_taquillas_id,gat_sede_taquillas,id
gat_tikete_llamados,gat_tiquetes_id,gat_tiquetes,id
gat_tikete_llamados,gn_usuarios_id,gn_usuarios,id
gat_tiquetes,gat_usuarios_id,gat_usuarios,id
gat_tiquetes,gn_sedes_id,gn_sedes,id
gat_usuarios,aseg_afiliados_id,aseg_afiliados,id
gj_abogados,gn_usuarios_id,gn_usuarios,id
gj_proceso_abogados,gj_abogados_id,gj_abogados,id
gj_proceso_abogados,gj_procesos_id,gj_procesos,id
gj_proceso_adjuntos,gj_procesos_id,gj_procesos,id
gj_proceso_adjuntos,gj_proceso_historicos_id,gj_proceso_historicos,id
gj_proceso_garantias,gj_procesos_id,gj_procesos,id
gj_proceso_garantias,gj_proceso_historicos_id,gj_proceso_historicos,id
gj_proceso_historicos,gj_procesos_id,gj_procesos,id
gj_proceso_pretenciones,gj_procesos_id,gj_procesos,id
gj_proceso_terceros,gj_procesos_id,gj_procesos,id
gj_proceso_terceros,gj_terceros_id,gj_terceros,id
gj_procesos,gn_ubicaciones_proceso_id,gn_ubicaciones,id
gj_procesos,tu_juzgados_id,tu_juzgados,id
gj_tercero_contactos,gj_terceros_id,gj_terceros,id
gj_terceros,aseg_afiliados_id,aseg_afiliados,id
gj_terceros,cnt_prestadores_id,cnt_prestadores,id
gn_alertas,gn_usuarios_id,gn_usuarios,id
gn_divisiones,gn_ubicaciones_id,gn_ubicaciones,id
gn_empresas,cnt_prestadores_id,cnt_prestadores,id
gn_empresas,gn_ubicaciones_id,gn_ubicaciones,id
gn_maestro_accion_relaciones,gn_maestros_id,gn_maestros,id
gn_maestro_accion_relaciones,gn_maestro_acciones_id,gn_maestro_acciones,id
gn_maestro_acciones,maestros_tipo,gn_maestro_tipos,tipo
gn_maestro_relaciones,gn_maestros_id_padre,gn_maestros,id
gn_maestro_relaciones,gn_maestros_id_hijo,gn_maestros,id
gn_maestro_tipo_relaciones,gn_maestro_tipos_tipo_padre,gn_maestro_tipos,tipo
gn_maestro_tipo_relaciones,gn_maestro_tipos_tipo_hijo,gn_maestro_tipos,tipo
gn_maestro_tipos,gn_perfiles_id,gn_perfiles,id
gn_maestros,tipo,gn_maestro_tipos,tipo
gn_maestros,gn_validacion_campos_id,gn_validacion_campos,id
gn_modulo_manuales,gn_modulos_id,gn_modulos,id
gn_modulo_versiones,gn_modulos_id,gn_modulos,id
gn_modulos,gn_modulos_id,gn_modulos,id
gn_permisos,gn_modulos_id,gn_modulos,id
gn_permisos,gn_perfiles_id,gn_perfiles,id
gn_recurrencia_historicos,gn_recurrencias_id,gn_recurrencias,id
gn_roles_perfiles,gn_perfiles_id,gn_perfiles,id
gn_roles_perfiles,gn_roles_id,gn_roles,id
gn_roles_usuario,gn_roles_id,gn_roles,id
gn_roles_usuario,gn_usuarios_id,gn_usuarios,id
gn_sede_horarios,gn_sedes_id,gn_sedes,id
gn_sedes,gn_empresas_id,gn_empresas,id
gn_sedes,gn_ubicaciones_id,gn_ubicaciones,id
gn_ubicaciones,gn_ubicaciones_id,gn_ubicaciones,id
gn_ubicaciones,gn_zonas_horarias_id,gn_zonas_horarias,id
gn_usuario_firmas,gn_usuarios_id,gn_usuarios,id
gn_usuario_sesiones,gn_usuarios_id,gn_usuarios,id
gn_usuarios,au_grupos_id,au_grupos,id
gn_usuarios,gn_empresas_id,gn_empresas,id
gn_usuarios,gn_zonas_horarias_id,gn_zonas_horarias,id
gn_validacion_campos,gn_maestro_tipos_tipo,gn_maestro_tipos,tipo
gs_adjuntos,gs_solicitudes_id,gs_solicitudes,id
gs_afiliados,residencia_ubicaciones_id,gn_ubicaciones,id
gs_afiliados,atencion_ubicaciones_id,gn_ubicaciones,id
